01,79731104324,1704068647,1704068869
02,79101952523,1704081486,1704086468
02,79125317479,1704108323,1704110014
01,79389348794,1704121733,1704122444
02,79288394830,1704154702,1704159043
01,79288394830,1704183016,1704185610
02,79228986598,1704209275,1704213396
02,79124157373,1704226987,1704231454
01,79124157373,1704263032,1704266957
02,79525306998,1704272632,1704273066
01,79228986598,1704300977,1704304918
01,79101952523,1704332315,1704332492
01,79101952523,1704354016,1704354403
01,79124157373,1704363996,1704368627
01,79389348794,1704397190,1704400495
01,79288394830,1704405052,1704407535
02,79124307378,1704416871,1704419581
02,79228986598,1704444535,1704448260
01,79124307393,1704453632,1704456017
01,79124157373,1704492600,1704493507
01,79731703325,1704497481,1704498043
01,79124307378,1704506204,1704511154
01,79124519373,1704539112,1704539405
01,79101952523,1704572066,1704575931
01,79125317479,1704598886,1704602219
01,79124157373,1704613308,1704613362
01,79124157373,1704639049,1704641418
02,79731104324,1704673903,1704676185
02,79124519373,1704685527,1704689406
02,79228986598,1704719282,1704722829
01,79124157373,1704731709,1704734211
01,79525306998,1704740604,1704744269
02,79389348794,1704753011,1704757867
01,79389348794,1704789043,1704789443
01,79389348794,1704805081,1704808579
02,79124157373,1704835109,1704835545
02,79101952523,1704856779,1704857069
02,79731104324,1704860923,1704865065
02,79731703325,1704899214,1704902984
02,79101952523,1704909768,1704911397
02,79731703325,1704920727,1704921053
01,79124307393,1704952462,1704954565
01,79124307378,1704956129,1704958938
02,79124307393,1704971070,1704975489
01,79389348794,1704985710,1704990465
02,79124157373,1705021092,1705023445
02,79124157373,1705025851,1705028677
01,79731104324,1705064192,1705067405
01,79228986598,1705072197,1705076151
02,79288394830,1705102530,1705103741
02,79124307378,1705106530,1705108250
01,79288394830,1705111122,1705112004
01,79101952523,1705146274,1705149399
01,79124307393,1705164427,1705165866
02,79124307378,1705202995,1705207792
01,79731703325,1705211575,1705213463
01,79389348794,1705244380,1705246618
01,79288394830,1705268462,1705268530
01,79124307393,1705301969,1705306345
02,79124307378,1705339107,1705342369
01,79124307393,1705341702,1705342251
02,79288394830,1705379774,1705381651
02,79125317479,1705411522,1705416482
01,79124519373,1705428004,1705429316
01,79228986598,1705443296,1705448010
02,79124519373,1705452358,1705452961
01,79731703325,1705472973,1705473114
01,79228986598,1705508094,1705512325
02,79731104324,1705543178,1705543899
01,79124307393,1705580230,1705582250
02,79731703325,1705615592,1705620535
02,79525306998,1705623635,1705625780
02,79731104324,1705643382,1705645354
01,79124157373,1705672060,1705675347
02,79125317479,1705707279,1705709614
01,79525306998,1705710639,1705712091
02,79228986598,1705722088,1705726955
01,79124307393,1705753172,1705755521
02,79124519373,1705771676,1705775374
02,79124307393,1705806380,1705810790
01,79288394830,1705809744,1705809759
02,79731104324,1705812561,1705815310
02,79389348794,1705844459,1705847632
02,79389348794,1705875043,1705878948
01,79228986598,1705908007,1705910460
02,79731703325,1705938849,1705939613
01,79125317479,1705944993,1705948931
02,79125317479,1705956730,1705960548
01,79228986598,1705981819,1705985425
01,79525306998,1705987424,1705988182
01,79124157373,1706005803,1706006197
02,79525306998,1706031589,1706031977
02,79389348794,1706063375,1706066203
02,79124157373,1706070645,1706071762
01,79101952523,1706096234,1706099189
01,79124307378,1706109646,1706110538
02,79288394830,1706140643,1706144387
02,79125317479,1706176299,1706178928
02,79288394830,1706179587,1706182068
01,79124307378,1706183875,1706185133
02,79731104324,1706200303,1706204974
02,79288394830,1706208663,1706211072
01,79731703325,1706235672,1706236394
02,79124519373,1706248601,1706250084
01,79124307378,1706252183,1706253282
01,79124307378,1706282240,1706285206
01,79124157373,1706307889,1706309731
02,79124519373,1706319526,1706320508
01,79101952523,1706339097,1706343592
02,79731104324,1706364648,1706367794
02,79124307378,1706373920,1706374854
01,79101952523,1706382577,1706382919
01,79124519373,1706409756,1706412583
01,79124519373,1706439129,1706441073
02,79228986598,1706467850,1706471422
02,79228986598,1706495440,1706498587
02,79124307393,1706516454,1706517540
02,79525306998,1706549420,1706551646
01,79124307393,1706567839,1706571695
01,79389348794,1706596175,1706598307
02,79124307393,1706613313,1706617723
02,79124157373,1706639782,1706641064
01,79228986598,1706658635,1706661134
02,79124307378,1706696772,1706698009
02,79288394830,1706704728,1706706185
01,79124157373,1706740620,1706744523
01,79731703325,1706763620,1706765752
01,79288394830,1706793284,1706798108
02,79731703325,1706798060,1706799682
02,79228986598,1706823273,1706827930
01,79731104324,1706848315,1706851092
01,79731703325,1706851759,1706854138
02,79124157373,1706875734,1706880373
01,79101952523,1706888640,1706892425
02,79124157373,1706894214,1706895086
02,79125317479,1706899948,1706903610
01,79101952523,1706923543,1706927495
01,79125317479,1706942868,1706946388
02,79731703325,1706967041,1706969311
01,79124157373,1706987412,1706991451
02,79125317479,1706993872,1706995442
02,79124307393,1707008071,1707012960
02,79124307378,1707032003,1707036860
01,79288394830,1707069232,1707070644
02,79731703325,1707077985,1707079105
01,79124519373,1707086355,1707090465
01,79731703325,1707114047,1707115289
02,79389348794,1707133747,1707136991
01,79124157373,1707164017,1707168300
01,79124307393,1707170166,1707171010
01,79124157373,1707202191,1707206114
02,79124307393,1707217096,1707217682
01,79731104324,1707224552,1707227604
02,79124519373,1707248860,1707253559
02,79101952523,1707266310,1707266685
02,79731703325,1707275459,1707276337
01,79124519373,1707303005,1707307772
01,79731703325,1707331361,1707332439
02,79731703325,1707357220,1707357284
02,79125317479,1707361624,1707363777
02,79124307378,1707385982,1707386222
02,79389348794,1707399980,1707401950
01,79228986598,1707418280,1707420633
02,79731703325,1707437275,1707437464
02,79124519373,1707438917,1707442347
02,79228986598,1707457513,1707460096
02,79101952523,1707476836,1707479568
02,79525306998,1707489030,1707493805
02,79124519373,1707507671,1707511116
01,79389348794,1707515594,1707517810
01,79124307393,1707552411,1707553650
01,79731104324,1707583214,1707586536
01,79731703325,1707590051,1707590891
01,79288394830,1707609719,1707613407
01,79124157373,1707628740,1707630189
02,79731703325,1707655826,1707659715
01,79731703325,1707671159,1707674115
01,79389348794,1707677949,1707680737
02,79288394830,1707708487,1707709793
02,79525306998,1707724761,1707728705
02,79124307378,1707734964,1707736116
02,79125317479,1707768723,1707769337
01,79389348794,1707792221,1707794900
02,79124307393,1707805442,1707807977
01,79731104324,1707840709,1707845062
01,79389348794,1707848412,1707852568
02,79124307378,1707885309,1707888247
02,79525306998,1707914531,1707916327
01,79731104324,1707937078,1707937761
02,79124307378,1707960202,1707962304
01,79124519373,1707979538,1707981162
02,79124307393,1707984938,1707989797
01,79124307393,1708001544,1708002859
01,79731703325,1708023507,1708027041
01,79124307378,1708033409,1708034287
02,79288394830,1708063655,1708067963
01,79124307378,1708094607,1708097271
02,79101952523,1708111355,1708112082
01,79288394830,1708132170,1708134758
02,79525306998,1708134695,1708136257
02,79228986598,1708164525,1708167612
02,79125317479,1708176168,1708180068
02,79731104324,1708197297,1708199995
02,79124307378,1708220637,1708221784
02,79124307393,1708240138,1708243984
02,79731104324,1708274032,1708277299
02,79731703325,1708286308,1708286340
01,79228986598,1708311439,1708314567
02,79125317479,1708320494,1708321872
01,79389348794,1708326832,1708327725
01,79228986598,1708358486,1708363230
